F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-287.78,42.45,4.02,11.55,Medium,-19.22,8146.86,231.4,8.38,-377.43,-71.88,2,-12.6,-2857.44,1673.64,-221.56,-16899.24,14155.83,-37.3,-1081.2,Europe,182.58,42.1,-654.39,51.44,-14.96,-1964.49,14,-1084.92,-773.6,-42991.74,227.93,302.33,38.12,-2289.18,-98.43,447.97
-171.48,49.68,17.49,34.25,Very low,43.14,11508.98,264.24,4.72,-527.28,-80.88,2,-14.94,-2357.04,1180.52,-231.32,3220.98,22402.77,-40.4,-1058.96,UK,114.75,53.48,-167.42,143.21,-17.76,-4156.9,6,-611.46,-736.43,-39493.98,120.57,124.68,41.64,-2482.38,-346.17,773.19
-232.24,53.73,7.23,-13.4,Very low,20.56,13555.94,206.56,0,-483.6,-108.27,4,-31.74,-466.23,1160.52,-314.1,-1412.67,16291.17,-39.12,-845.09,UK,-145.62,43.62,73.08,102.76,-26.56,-4879.85,2,-1925.94,-563.13,-27643.53,117.2,386.47,46.68,-1250.26,-272.88,1074.05
-164.9,56.07,8.19,45.13,Very high,76.55,3579.48,131.34,1.16,-413.37,-74.64,4,-8.28,-1690.53,3620.68,-210.85,-2868.51,-8554.38,-37,-1225.35,Rest,118.38,42.6,-219.09,184.24,-23.14,1377.59,16,-1297.83,-852.14,-30583.29,131.46,97.5,40.64,-1908.58,-313.29,1272.39
-163.9,34.62,17.55,-24.5,Medium,58.07,3984.76,157.24,0,-628.2,-76.92,7,-23.22,-608.4,3799.94,-212.82,1922.43,-3313.35,-37.62,-969.89,Rest,-76.02,45.18,217.34,113.74,-32.38,-152.48,6,-1777.38,-890.06,-28463.49,129.22,440.45,49.3,-1151,-201.27,1236.83
-271.26,57.57,6,-10.9,Very low,45.65,18818.66,206.46,2.5,-378.06,-78.39,5,-21.36,-1930.2,3459.66,-169.14,-1112.64,10039.56,-36.08,-1196.14,USA,243.63,54.24,-65.04,162.36,-22.84,-5316.14,2,-2221.74,-1497.74,-41167.86,112.13,105.59,35.3,-2074,-271.92,697.49
-340.72,50.16,5.58,23.2,Very high,60.95,-4605.5,191.96,0.9,-461.88,-66,0,-12.39,-2613.51,2115.02,-223.18,3232.2,-3337.62,-40.26,-875.06,USA,16.02,42.9,-452.5,99.93,-28.2,-9253.28,12,-1482.81,-674.32,-41130.72,215.28,338.96,37.1,-2371.04,-340.32,643
-205.12,42.6,8.34,-15.27,Low,66.87,16173.62,61.1,0,-369.33,-96.6,4,-17.85,-2918.61,2310.36,-229.55,11020.35,-7873.35,-39.68,-687.01,USA,76.02,35.72,-432.22,131.97,-29.72,-3880.38,10,62.58,-1756.34,-26659.02,67.11,473.79,62.8,-1397.46,-238.44,180.69
-238.7,40.44,5.1,-65.87,High,43.61,6291.78,156.16,1,-545.31,-76.8,7,-20.34,-2715.54,3768.78,-277.58,-3746.76,-801.3,-37.1,-1797.87,Rest,186.33,46.68,150.63,103.62,-24.6,-3275.22,8,-1787.28,-1171.21,-28331.07,73.17,143.39,44.58,-3016.96,-388.59,280.64
-289.06,51.54,3.48,23.46,Very low,-10.58,9178.76,250.14,6.48,-628.59,-71.19,6,-14.22,-2529.03,2484.24,-233.96,-4427.76,-5363.01,-39.88,-1315.27,USA,190.17,48.66,-344.95,104.96,-33.46,-2134.02,10,206.67,-1547.93,-33542.73,124.49,588.94,31.28,-1955.76,-444.24,142.36
-238.54,60,6.6,13.17,Medium,66.5,24715.82,140.04,0.2,-323.37,-67.17,4,-12.21,-1809.48,1990.94,-212.24,-1314.96,1106.31,-43.52,-1035.63,USA,175.59,45.72,-302.13,73.65,-20.1,-3048.58,8,-949.26,-920.63,-50318.58,129.51,86.9,31.76,-2061.54,-508.53,122.77
-206.44,44.25,11.58,8.14,Low,14.4,18156.64,110.98,0.38,-475.35,-57.96,3,-24,-2435.37,2255.72,-213.23,506.91,5948.67,-35.84,-1286.73,USA,42.99,49.52,291.4,100.65,-36.76,-3612.57,14,-1735.47,-1561.7,-29234.16,141.54,478.3,42.7,-1844.3,-277.47,241.9
-145.52,78.03,16.47,-21.54,Low,-55.53,9603.82,42.5,19.66,-379.86,-69.33,2,-8.91,-2094.33,3036.24,-302.45,5053.5,-3568.08,-42.2,-684.2,USA,61.29,44.72,224.75,105.22,-26.66,-5659.46,10,-2018.07,-834.21,-27413.43,123.53,429.57,47.48,-2525.32,-350.55,327.23
-239.92,56.13,6.18,31.05,High,37.51,16922.06,106.32,19.8,-559.71,-74.64,7,-21.69,-1365.63,2363.82,-277.91,-3831.9,19381.32,-42.28,-992.14,Rest,130.53,28.42,-134.15,159.63,-21.76,-2643.09,10,-1745.82,-627.85,-43574.1,119.78,772.77,39.76,-1796.74,-193.32,1860.22
-217.24,24.18,6.33,22.07,Low,-36.06,24772.58,189.44,23.6,-423.27,-76.44,3,-20.64,-2820.6,2122.04,-291.25,2207.91,9212.1,-43.3,-1077.18,UK,92.7,28.2,-58.35,103.91,-10.62,-3753.2,12,-1408.23,-1026.3,-31810.17,120.43,204.22,39.06,-1896.28,-83.25,617.21
-210.32,44.91,2.43,71.92,Very high,71.4,9609.8,192.62,2.54,-458.25,-41.58,3,-21.84,-3540.36,2256.02,-222.96,-9628.53,12894.81,-45.46,-1363.56,Rest,12.9,46.88,8.21,102.65,-29.34,1032.6,4,-872.13,-1036.02,-28276.23,141.76,85.88,40.4,-1146.44,-368.94,3550.21
-219.78,47.58,5.82,-7.73,Very low,73.73,19260.72,150.42,0.52,-570.9,-76.95,1,-18.87,-3111.3,2456.76,-197.2,-11506.65,6476.88,-42.04,-1139.54,USA,56.43,34.74,-557.35,100.44,-27.86,1349.04,8,-1779.51,-869.59,-48048.66,122.65,158.19,39.36,-1982.38,-312.21,79.59
-255.98,-0.27,21.81,38.74,Very high,38.89,12027.3,199.98,38.92,-537.9,-63.18,2,-20.88,-1482.45,1803.98,-201.67,9589.98,7520.28,-37.66,-921.22,Rest,71.01,37.38,-178.39,174.16,-28.8,-1191.02,12,-437.58,-1434.82,-26864.49,143.82,908.27,32.14,-1790.94,-285.15,3784.99
-143.48,46.29,9.84,4.24,Low,96.57,17938.12,176.6,1.06,-431.04,-81.33,7,-20.31,-3109.38,2535.36,-286.19,1815.39,14676.03,-44.68,-951.27,USA,276.12,49.38,-468.69,137.97,-27.02,-9286.96,10,-764.58,-1346.5,-52990.74,124.11,475.85,23.14,-943.82,-214.41,228.28
-238.32,39.15,9.96,-44,High,27.28,18093.84,139.24,0.56,-350.52,-66.09,6,-38.31,659.73,1228.9,-223.56,-22369.38,-5173.8,-35.3,-1077.29,USA,306.96,30.44,-18.07,75.6,-24.48,-5059.53,8,-833.19,-469.21,-41114.94,114.62,403.89,34.16,-1658.24,-328.77,469.31
-197.84,55.41,15.6,29.22,Very low,45.69,19636.94,147.36,3.66,-274.56,-70.5,8,-23.25,-2565.36,1971.64,-246.85,8121.6,24040.95,-41.42,-1137.18,Europe,100.77,45.84,-454.69,142.3,-17.04,-2978.12,8,-1285.8,-1453.41,-11142.18,108.28,431,59.96,-1916.52,-411.24,304.97
-246.02,66.84,26.46,-17.1,Very high,110.11,4662,119.28,0.96,-425.1,-78.66,4,-11.22,-2981.04,2799.28,-286.1,-8300.79,977.79,-41.76,-1066.45,UK,-2.91,36.5,160.86,118.91,-14.44,-2046.27,2,243.48,-1306.85,-32118,118.19,789.78,37.96,-1201.12,-319.32,2827.9
-235.28,45.09,24.78,-8.57,Low,32.8,8010.66,102.1,4.48,-513.09,-77.82,4,-26.94,-2646.6,2728.1,-220.27,-1026.84,420.18,-37.94,-1518.16,Rest,140.94,49.58,5.82,118.91,-26.6,-2790.48,8,18.78,-974.41,-20481.57,119.04,-155.71,48.58,-1787.9,-331.59,1843.03
-191.38,47.94,10.05,6.54,Low,86.45,17025.96,160.56,0.2,-317.25,-76.98,4,-10.05,-2949,2624.16,-234.94,-4207.02,19532.04,-38.86,-1054.95,Rest,285.24,52.56,-667.56,97.21,-33.2,-3290.24,8,246.63,-1234.74,-31546.92,139,340.91,44.4,-1937.28,-263.67,415.92
-148.78,48.06,16.59,-4.47,Very high,63.39,10573.26,159.94,2.32,-303.87,-67.35,4,-31.14,-1895.94,1855.12,-260.22,-19363.35,-2476.74,-41.8,-1153.48,Rest,310.83,60.76,-21.58,146.83,-28.28,1292.05,14,-2965.59,-1576.57,-41838.54,290.97,211.98,43.66,-1141.06,-450.39,1073.08
-251.88,84.9,9.69,48.81,High,-9.69,10045.78,249.9,0.02,-320.49,-57.45,4,-29.04,-1135.71,2292.88,-252.16,3109.68,14711.91,-49.78,-1015.92,USA,117.15,43.3,-589.39,104.13,-21.14,-7437.37,8,-1582.14,-665.98,-32765.19,130.4,875.37,36.62,-1697.58,-235.71,71.34
-295.3,40.77,3.96,41.15,Medium,43.21,11955.34,160.12,0.96,-364.71,-53.52,2,-1.89,-1708.56,2683.46,-169.95,943.05,6041.91,-49.52,-1482.21,USA,-153.27,47.52,-768.45,100.98,2.14,-1599.97,16,-2333.79,-1004.27,-40432.74,115.5,793.28,35.04,-1243.98,-209.76,51.39
-336.34,56.37,1.89,35.96,Low,48.37,11613.36,225.06,0.3,-424.17,-84.69,4,-32.82,-1273.29,2343.12,-145.31,10470.72,13449.3,-38.9,-1177.63,Rest,139.53,44.88,-252.23,79.57,-26.42,-5582.84,10,-400.56,-1090.36,-43895.7,131.29,391.94,45.14,-1497.72,-257.43,1800.99
-230.96,60.3,9.36,-32.66,High,58.04,7133.2,184.6,486.46,-313.02,-85.92,7,-26.1,-3793.53,3071.78,-196.14,5627.01,-2636.64,-41.92,-1006.8,Rest,79.05,17.82,-67.09,106.93,-23.1,-2410.98,10,-303.36,-857.95,-43043.76,117.59,883.44,30.5,-2195.5,-230.13,3172.43
-171.62,61.89,12.78,12,Medium,54.14,12734.24,213.48,3.34,-532.11,-93.21,3,-23.64,-2490.63,2257.52,-171.31,6226.59,-14720.4,-68.44,-1454.73,UK,125.49,40.98,-191.12,151.61,-28.06,-3073,6,-1849.83,-1272.17,-34088.7,124.12,961.46,41.24,-2909.56,-301.95,-1514.67
-239.82,33.03,22.08,-10.63,Very high,110.14,14537.94,168.6,0.04,-120.39,-70.41,3,-29.52,-1554.78,-1473.06,-177.31,-3088.68,6891.75,-39.88,-1080.77,UK,238.08,39.1,-140.65,105.21,-22.84,-195.91,8,-1188.84,-1083.17,-41980.17,123.78,391.91,53.7,-2843.96,-225.45,28.9
-236.98,63.81,4.08,10.57,Very low,111.74,9415.46,222.62,0.06,-473.49,-115.65,4,-14.82,-2845.02,2033.98,-138.96,-6514.41,434.61,-40.46,-1128.83,USA,107.97,45,-249.66,112.9,-25.26,-5788.9,8,-1488.96,-882.49,-40430.25,166.21,124.15,13.7,-2195.56,-349.68,-69.96
-217.42,63.57,4.08,-53.03,Very low,49.29,4625.56,111.02,0.02,-447.63,-75.63,3,-36.87,-1892.64,2043.28,-260.51,-488.7,-16134.63,-37.08,-1210.9,Europe,186.33,45.44,-825.3,114.91,-24.58,-1775.67,10,-1556.13,-1623.38,-48518.43,130,221.86,40.92,-1627.2,-283.08,189.03
-176.14,46.62,12.09,66.19,Very high,123.07,17868.26,131.22,0.54,-293.04,-71.22,4,-25.5,-2158.14,2075.76,-244.51,-7030.56,7276.74,-43.28,-1339.6,UK,88.26,44.62,296.86,192.53,-19.52,1098.56,6,-1618.23,-707.05,-29835.39,142.17,472.99,43.72,-2776.26,-354.48,403.03
-257.82,48.33,10.8,8.65,Low,96.59,12059.12,169.9,1.9,-488.79,-70.2,5,-16.95,-1527.06,2819,-244.65,-2363.76,4777.56,-41.58,-1581.77,USA,110.91,44.36,196.74,121.15,-33.22,-6417.41,6,-1221.06,-1162.22,-42386.4,90.65,481.15,54.7,-1757.66,-305.61,403.76
-297.52,28.08,16.68,14.92,Low,65.47,1536.62,185.68,17.78,-408.36,-74.16,0,-8.79,-2316.87,1745.26,-93.62,-21570.81,-3664.56,-40.92,-1003.29,Rest,0.33,48.84,-96.66,189.52,-23.54,1071.88,12,-706.32,-968.8,-22273.32,73.16,428.27,39.94,-2288.28,-245.28,180.78
-141,37.77,30.48,-3.33,Very high,75.17,8219.06,203.96,0.24,-298.68,-38.55,6,-26.34,-2499.18,2182.28,-236.19,7786.65,-5462.55,-38.74,-975.63,USA,-44.58,45.34,-314.79,191.19,-32.46,1188.04,2,-1045.32,-1129.18,-38141.88,124.06,846.2,61.86,-2354.42,-338.97,972.56
-253.72,52.53,3.9,3.76,Medium,12.71,4634.24,261.16,2.38,-234.72,-79.59,6,-36.69,-2571.15,1510.58,-239.26,7845.78,3067.53,-44.76,-1469.07,Rest,37.59,49.36,-495.65,154.77,-24.96,-1481.2,12,-2660.97,-1025.85,-34219.77,151.06,500.03,70.08,-2188.86,-289.77,79.02
-315.32,58.29,24.48,10.82,High,26.91,4647.02,222.74,0.3,-413.28,-71.04,6,-34.38,-1344.81,1420.32,-216.84,19624.8,9436.23,-44.02,-1032.61,Europe,174.99,41.5,627.31,105.43,-27.94,-7213.8,10,-2458.14,-941.58,-41537.73,150.32,763.34,48.18,-1816.04,-197.19,840.48
-234.28,29.28,21.51,-6.97,Medium,96.76,3466.5,232.94,0.54,-267.24,-81.45,2,-28.29,-2275.8,2953.82,-239.5,7973.91,-461.28,-39.94,-1433.18,USA,266.43,45.58,239.92,121.74,-41.68,-3060.89,6,-1950.15,-1485.28,-53859.06,84.21,168.36,33.44,-3103.02,-374.28,299.28
-190.44,30,6.57,-4.08,Low,43.11,20023.62,172.74,13.06,-612.78,-73.26,6,-36.87,-2008.83,996.44,-230.99,-9159.75,15304.35,-38.58,-1045.95,USA,61.02,58.72,-106.67,109.27,-24.66,-1256.79,6,-2319.93,-1516.68,-48327.36,136.14,-99.47,38.16,-1797.76,-187.23,500.54
-213.84,33.48,5.49,-28.41,High,42.43,13057,144.22,6.3,-322.32,-63.57,1,-11.94,-2986.08,2076.14,-241.88,6804.75,3358.98,-36.94,-1085.31,Europe,15.84,32.08,-414.83,169.11,-34.18,-681.33,8,-46.47,-992.36,-23962.74,133.86,387.15,38.66,-2730.36,-68.1,1780.32
-279.1,47.67,3.6,-10.78,Very high,105.59,5992.68,224.8,0.12,-346.92,-67.2,3,-28.92,-3225,2842.94,-213.4,-18618.27,19252.47,-40.36,-1078.97,Europe,100.92,44.88,233.22,90.57,-39.44,-2971.17,10,-2679.45,-806.99,-35908.11,73.44,-135.17,43.68,-1736.1,-178.5,560.49
-193.38,54.57,3.18,6.58,Low,5.32,14327.98,240.84,0.8,-277.62,-65.28,7,-9.24,-1887.06,2231.62,-271.77,1481.19,7075.35,-38.28,-1243.16,UK,207.66,39.92,-423.98,108.05,-12.42,-2096.49,6,-1532.04,-753.07,-23069.67,216.87,444.99,49.68,-2503.7,-390.72,146.25
-247.62,41.43,13.38,-40.9,High,31.78,17382.14,310.78,0.12,-445.65,-78.57,5,-17.07,-2785.56,2414.22,-187.73,9017.04,7737.3,-52.62,-1314.7,Europe,83.07,24.68,347.01,97.6,-25.6,-3008.98,14,-1717.08,-1246.63,-39053.64,142.83,842.73,47.48,-2800.92,-268.32,-1291.6
-202.4,52.86,10.32,-13.02,High,57.63,10310.48,308.48,0.06,-281.37,-73.11,6,-26.01,-2008.89,2780.5,-243.3,-4540.29,-3957.48,-46.42,-1296.79,UK,183.93,44.2,14.72,92.03,-30.36,-3103.09,14,-451.02,-939.92,-48860.64,86.91,494.49,31.86,-2194.84,-365.76,-1396.93
-220.02,50.07,27.21,21.79,High,-42.41,23340.84,167.62,36.14,-503.79,-67.38,4,-13.77,-2515.5,1780.82,-208.01,-4271.52,3910.5,-41.22,-1631.93,Europe,44.52,49.5,-471.99,140.7,4.74,-2563.53,8,-851.58,-1464.54,-35160.87,145.39,587.43,40.8,-1882.58,-300.12,1545.52
-125.22,48.27,7.17,5.27,High,40.67,13219.42,136.22,4.58,-446.16,-71.61,3,-6.87,-4063.71,4415.02,-200.11,-8853.36,-8349.36,-42.98,-2125.55,Rest,258.84,49.2,-293.62,103.37,-25.4,-275.64,6,-489.21,-1117.1,-36108.12,119.64,590.95,26.6,-2216.76,-422.52,2131.49
-167.06,47.55,1.86,-52.24,Very low,18.53,14887.38,167.8,126.02,-445.65,-72.42,4,-23.04,-2661.15,2116.72,-158.17,-2144.34,15968.16,-36.1,-1574.38,USA,79.86,20.8,-267.36,153.39,-25.76,-2983.45,8,-1357.35,-1402.9,-15974.55,265.25,-77.49,33.06,-2054.62,-267.72,733.05
-222.46,46.71,7.53,-7.12,Very high,63.87,7805.32,247.04,0.08,-315.69,-76.77,3,-16.62,-2463.18,3774.22,-199.63,-12387.03,8476.5,-37.38,-1147.54,Europe,271.59,14.84,-571.88,33.87,-30.34,-1549.3,10,-544.5,-1111.76,-38907.51,144.23,158.12,39.94,-2556.74,-259.59,440.17
-181.32,45.45,18.39,-24.97,Very high,45.3,15840.9,177.46,0.04,-346.86,-71.79,7,-16.17,-2397.33,1742.14,-223.3,3705.18,7517.22,-52.74,-1084.63,USA,-63.42,49.88,315.59,95.83,-27.68,-3839.96,8,-1805.07,-1454.1,-30303.03,107.29,875.33,36.24,-886.62,-391.29,154.64
-301.7,44.97,12.96,20.97,Very low,16.04,10375.1,203.62,965.16,-438.03,-78.36,4,-15.87,-2364.21,2506.32,-206.09,12154.68,11570.4,-44.34,-1030.21,USA,410.67,43.04,-260.3,115.19,-30.72,3263.4,8,-1488.96,-930.77,-29444.37,170.69,-334.23,42.6,-376.64,-51.27,1444.22
-267.4,45.27,8.85,24.48,Very high,56.03,5323.42,172.42,6.76,-444.09,-66.15,4,-22.5,-2405.25,2220.52,-235.7,8751.69,18318.72,-41.96,-755.41,UK,119.76,33.14,-317.01,226.19,-17.12,-5991.94,10,-1106.64,-781.95,-49304.7,146.66,593.89,37.96,-3221.52,-282.15,998.08
-255.8,54.09,2.79,38.21,Low,29.78,4318.96,149.44,2.52,-348.51,-65.22,1,-35.28,-2441.16,2254.06,-271.1,-18458.13,-11241.45,-53.18,-1046.2,UK,0.69,52.18,-453.99,132.53,-20.52,4477.04,8,-1941.93,-563.17,-38773.71,126.52,208.45,31.64,-2210,-258.39,-1320
-150,66.42,10.68,22.6,High,71.33,12207.72,132.86,8.74,-118.74,-59.04,3,-23.37,-3753.96,1823.14,-208.99,-4893.66,3103.62,-46.06,-1351.36,USA,76.56,48.68,-3.56,90.53,-28.92,-2863.76,6,-2721.72,-1129.84,-39275.7,78.29,681.13,40.64,-2657.54,-426.6,360.55
-253.98,42.54,14.01,55.91,Very high,32.33,12680.62,238.82,0.96,-500.01,-111.48,2,-20.91,889.44,994.18,-274.05,-2464.8,2094,-42.98,-1336.24,Rest,36.39,54.44,-34.06,111.62,-15.8,229.02,6,-572.94,-1675.17,-42973.41,153.23,244.61,46.04,-1592.78,-190.56,3404.72
-230.9,45.66,6.54,-0.29,Very low,49.14,6517.28,205.2,1,-266.91,-76.38,2,-16.41,-1891.68,557.36,-244.05,6516.18,18806.94,-37.32,-783.62,Europe,116.91,46.96,-389.06,39.72,-21.12,-6673.59,10,-1051.74,-1144.56,-44544.21,106.26,160.35,41.82,-2298.66,-306.9,597.77
-158.6,48.9,8.4,16.67,Very low,28.94,1342.98,193.68,0.84,-46.68,-49.44,1,-27.9,-4124.13,2037.18,-229.45,12930.66,7055.13,-38.84,-1194.86,USA,154.53,50.76,551.38,92.23,-25.62,-5392.62,6,-1464.12,-1315.33,-27102.54,90.33,508.3,36.08,-2210.66,-265.47,648.65
-208.32,16.62,3.12,17.77,Medium,39.26,13692.38,163.74,2.82,-409.68,-72.54,3,-23.4,-1475.01,2774.52,-229.16,-11305.5,13866,-46.88,-1165.27,UK,87.96,45.78,-413.82,109.86,-27.58,-1163.99,8,-1673.31,-652.96,-41476.5,127.94,475.37,34.5,-2579.9,-240.39,-778.42
-268.54,37.5,22.32,31.07,Low,25.76,4232.3,173.34,43.34,-534.96,-84.96,5,-8.49,-2100.24,2820.06,-195.79,3077.85,1660.68,-47.84,-1128.98,Europe,98.88,41.86,18.17,162.9,-20.62,-604.2,12,-674.07,-955.93,-27300.48,109.32,726.16,28.94,-56.78,-58.02,1373.65
-234.28,48.99,19.11,29.71,Very low,-33.34,4082.84,96.68,16.68,-513.81,-74.25,3,-19.41,-2063.37,2206.16,-233.99,-16852.53,1695.57,-38.18,-1430.4,UK,307.41,52.44,-182.82,79.12,-20.98,78.5,10,-1995.66,-1088.07,-44132.46,110.19,477.76,40.92,-3124.42,-387.03,-1015.81
-173.74,53.19,9.51,-14.4,Low,28.34,5079.06,124.42,55.98,-379.77,-72.57,3,-23.25,-2953.53,2326.6,-183.94,-3724.83,-940.59,-36.86,-1486.8,UK,-9.06,41.8,-366.12,67.07,-25.16,-4132.97,4,-843.48,-1373.94,-47428.29,171.09,524.48,32.08,-1409.84,-300.48,2902.12
-213.46,47.58,7.44,70.71,High,51.87,9770.22,174.52,1.1,-400.2,-94.35,3,-20.46,-2093.04,3279.3,-316.89,6358.11,1259.58,-40.7,-1237.56,Rest,-33.54,50.28,9.58,99.59,-30.56,-195.95,14,36.39,-1474.29,-46217.82,163.58,54.41,28.14,-2125.38,-217.11,773.52
-257.66,43.65,10.74,15.93,High,35.5,14763.46,227.2,2.32,-634.53,-68.1,4,-14.61,-2652.3,1297.08,-262.49,526.02,-12691.44,-40.2,-841.94,Rest,-131.67,35.32,-172.35,99.74,-24.04,-386.35,6,-2354.1,-920.67,-23519.94,140.11,365.14,46.7,-3306.48,-423.06,785.99
-179.14,61.71,14.37,1.8,Very high,82.16,6417.42,232.52,0.02,-391.95,-71.1,5,-6.84,-1203.57,3444.4,-208.84,253.29,7087.53,-50.6,-1379.44,USA,50.94,46.92,427.68,69.26,-22.46,-9098.95,6,-1817.79,-1357.02,-31477.26,159.01,532.46,37.14,-2015.32,-354.54,29.17
-134.44,43.38,10.92,33.08,Very high,-30.9,5840.02,212.58,0.2,-282.84,-65.49,5,-32.49,-3292.23,2611.44,-247.18,14392.35,12261.72,-37.02,-860.77,UK,327.03,42.64,104.94,128.65,-20.56,2432.74,2,638.88,-903.21,-27042.42,112.49,160,40.66,-2062.72,-201.63,2853.65
-233.86,48.03,17.64,-12.81,Low,54.49,15217.98,160.38,194.26,-519.93,-89.91,5,-8.1,-2225.46,3723.42,-203.86,2279.91,21780.75,-39.8,-753.94,Europe,104.97,37.94,-284.83,118.78,-45.78,-2501.81,6,-804.69,-1123.89,-27297.57,15.7,450.18,51.2,-979.52,-123.75,2326.98
-201.24,51.66,13.59,-47.09,Very low,36.82,3679.74,200.24,2.28,-124.56,-76.92,1,-6.06,-3259.11,3333.26,-236.35,-6880.53,13709.31,-45.68,-1106.56,UK,109.2,50.66,-58.88,105.87,-15.88,-10186.1,8,-1808.79,-1291.22,-32055.51,226.54,669.52,31.96,-2508.78,-153.6,-861.2
-190.72,49.14,2.52,-5.23,Low,28.35,8227.6,137.74,16.48,-348.75,-78.99,6,-29.76,-2521.95,2055.82,-249.14,-2223.87,2831.49,-39.7,-1018.19,Rest,127.02,49.2,-509.8,128.58,-32.12,-3583.39,4,-2730.27,-679.3,-43145.34,131.02,216.58,44.3,-1755.12,-227.7,2951.56
-268.4,43.62,5.52,-0.17,Low,24.82,5515.42,234.92,1.78,-348.06,-74.19,0,-31.98,-2041.8,2642.6,-228.01,-6662.31,-9258.18,-39.1,-1097.54,Rest,-203.1,44.46,-139.7,114.39,-26.1,-2091.55,6,-2028.78,-685.26,-29336.37,120.38,495.93,26.74,-2011.7,-176.07,2681.78
-272.98,49.26,10.86,39.38,Medium,51.79,9781.82,184.82,21.82,-421.62,-76.38,2,-18.06,-2412.45,476.72,-120.33,-3557.73,3290.31,-38.98,-1319.43,Rest,77.67,31.84,-50.8,105.21,-13.68,-4799.48,8,207.96,-1622.3,-32756.52,81.59,838.31,47.72,-2444.94,-131.91,2867.5
-309.06,59.07,13.89,-0.49,Low,-0.43,21829.22,166.4,0.18,-321.48,-74.04,4,-28.26,-2046.99,4811.08,-240.42,-6798.84,12693.48,-37.9,-903.83,Europe,51.3,43.24,-124.63,137.52,-33.58,-1890.56,12,-2587.92,-438.22,-35088.33,162.02,278.44,40.7,-2798.82,-91.65,-595.57
-221.98,48.06,7.32,-23.52,High,-20.22,-2480.16,111.12,137.42,-177.81,-81.72,7,-4.53,-2800.83,2500.92,-231.99,10264.98,14436.51,-47.36,-1396.93,UK,244.14,59.12,-343.02,147.82,-33.8,-713.33,8,-777.18,-1669.32,-42134.67,113.44,-9.03,46.12,-2482.4,-159.69,1039.66
-298.5,59.31,10.77,56.26,High,25.33,13979.6,235.54,15.3,-334.74,-74.19,4,-22.05,-821.25,-1177.96,-246.22,-2731.17,18053.49,-38.88,-1126.39,UK,87.78,39.98,-153.39,163.65,-20.08,-2200.11,8,-1945.26,-1234.32,-26706.72,194.56,259.54,42.02,-2644.24,-266.19,1775.48
-180.24,28.83,14.64,-64.04,Low,41.72,11047.2,222.74,7.24,-370.05,-41.73,4,-24.57,-3050.49,2460.94,-193.23,-13751.1,-14361.48,-47.64,-1712.47,Rest,146.22,53.7,-536.95,152.74,-15.06,-168.77,10,-21.03,-1434.22,-23020.89,140.41,654.32,36.78,-2434.54,-302.67,-130.06
-208.08,27.39,13.32,6.97,Low,99.79,-4855.34,231.78,1.6,-274.71,-76.89,8,-20.13,-512.85,535.44,-244.28,5512.44,15089.49,-56.4,-906.85,Europe,-48.87,36.56,-176.53,112.74,-24.64,3803.94,10,-874.89,-639.52,-42035.34,114.6,923.81,33.42,-1707.2,-213.42,-1007.1
-360.32,45.75,7.74,-23.57,Medium,18.02,18154.68,109.2,2.28,-383.79,-77.82,5,-15.84,403.29,2074.86,-219.04,-4092.15,7986.24,-41.88,-1306.74,USA,255.18,43.94,-293.39,45.59,-15.94,-192.21,4,-53.22,-513.04,-35544.66,158.85,458.57,36.12,-2037.42,-275.67,543.41
-174.28,42.93,17.19,-38.33,High,6.88,7974.18,153.26,4.62,-444.66,-70.77,3,-26.82,-2330.64,3668.34,-206.33,654.9,6539.1,-40.18,-1227.49,UK,159.33,42.82,-226.97,54.39,-23.78,-32.25,8,86.13,-882.82,-26366.04,195.58,560.12,47.22,-1229.14,-468.36,2746.32
-182.08,78.48,8.61,-10.33,Low,117.85,4190.02,151.68,0.18,-383.37,-34.95,2,-12.57,-1547.34,1207.5,-235.61,1608.93,6772.59,-50.2,-835.96,USA,-48.84,47.78,246.34,118.51,-26.54,-3733.87,12,164.19,-1419.83,-34455.39,146.54,540.7,46.04,-3262.34,-297.06,-259.42
-177.28,69.51,23.76,-19.44,Low,-35.58,21446.24,211.96,0.06,-77.55,-54.78,6,-6.66,-2407.29,3619.02,-224.03,3144.36,7251.09,-39.58,-902.57,USA,48.21,40.24,-155.75,131.66,-25.6,-2382.66,8,-850.11,-1139.64,-55333.8,139.97,176.28,45.32,-2091.18,-350.07,39.77
-191.18,39.93,3.6,12.22,Very high,83.04,20072.8,180.22,0.7,-385.02,-107.73,4,-12.6,-5337.24,770.02,-242.54,1379.82,9360.63,-42.92,-1052.23,Europe,98.58,62.2,123.8,103.66,-28.86,-3960.3,6,-1147.2,-1025.86,-46306.29,142.18,224.07,29.5,-2150.66,-201.27,1242.66
-212.02,45,13.11,-19.2,High,38.31,15260.78,106.04,0.94,-636.03,-85.29,5,-28.53,-2675.79,3192.74,-222.12,-2299.86,-158.97,-37.26,-1840.02,UK,296.94,44.94,319.27,88.59,-30.78,-1499.28,6,-664.83,-1056,-24632.91,138.92,166.06,38.32,-2308.7,-392.37,1821.85
